2.0,0.4,1.6,4.4,170.6,1706.6,688.4
4.4,0.0,16.9,4.1,329.1,700.3,531.3
4.9,2.6,2.6,5.7,353.9,556.4,1469.8
4.4,0.1,18.7,3.6,302.7,874.9,609.1
4.6,1.0,21.9,3.0,381.3,762.8,1400.9
5.0,1.5,10.4,5.3,359.2,1696.0,1922.1
3.6,2.3,1.0,5.4,222.1,1641.8,1166.2
5.7,0.1,17.1,5.8,393.0,1857.7,1851.2
4.6,0.4,12.0,5.4,302.0,1085.2,1983.7
3.8,0.2,23.0,3.3,352.9,1595.7,653.8
3.0,0.1,4.1,4.6,185.8,1604.6,639.3
4.8,0.2,16.2,4.2,348.1,1813.8,1753.7
2.3,0.5,18.3,3.0,317.0,1229.6,1447.5
